fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
17.625025321567193,0.47050257450016686,0.9259666468473953,9.665960293366252,0.053683634940944185,69.64696645982036,212.8829652098747,1.6746537537757622,6.357716737551621,0.8417967462559691,30.31887616488647,9
15.282225291774886,0.6197072948373887,0.9248338683710078,7.967111408381323,0.04161647116844312,74.80981959152096,281.6044243471886,1.8161014165641785,5.53284133199015,0.8779790493185552,22.4903816150952,9
17.763027069478365,0.4728836776738156,0.8743166756804936,6.290707158363159,0.051400254042536335,65.70868819415175,242.64570518997866,1.6947301789163007,7.5473858237325935,1.0573814349123825,26.225627863128658,9
14.756299737820914,0.5325545913842321,0.6195683272318205,8.530574056811963,0.054558919066566354,68.58442708425923,223.71609078312946,1.56331367659128,7.126154637455623,1.1284188766374168,25.451787088764267,9
18.51844648821445,0.45445663764382177,0.623635256220048,9.884183662137714,0.054258444823594265,71.41616038512164,287.47850472432395,2.2839071040752557,5.849747828694885,0.8227729514384197,22.26288302463455,9
15.051316159676281,0.5204225156086979,0.9579681538223342,9.352916713387732,0.06349966392175282,53.3966597270791,198.68959929859753,2.457615638386137,7.425494253064171,0.8101534361560693,24.304330874283252,9
17.59326062564542,0.6967421534503171,0.6942972927949614,9.351861205130914,0.04921877316683047,56.050873216694995,206.6764802533047,1.9272444846779915,7.810291883007516,0.8472494562888109,30.346352777793967,9
11.634050901607196,0.7264334965442787,0.6535580580255271,6.220600485502844,0.0496943625750651,58.30088962934451,270.88687743159056,2.455613855949137,7.705573125428911,1.1648947414203996,22.497681706622675,9
15.542760318805664,0.501250875304027,0.87872161364737,8.28270535484858,0.0674760762046841,68.86361277621594,273.42820505623547,2.02849345979969,8.149451336781546,0.9606616406143651,29.937009222897704,9
17.266682493951915,0.6275334400151762,0.9216551096735667,8.777961722315876,0.043644117739814366,53.9463393945961,210.44143364675074,1.6981197983160607,7.819336602428699,0.8937591323828824,19.113502877260164,9
17.449876663565902,0.6083444510255062,0.8741316724795665,7.101852865083908,0.04477369628678633,57.14380508338142,206.21765271587182,1.744029280127943,5.4764700041380125,0.7402887247213903,29.5467943171384,9
15.161187407068894,0.6129924089943327,0.9511026760442092,6.632565896620466,0.04292284235257235,59.399760239389664,252.11711437398958,2.067887286831959,7.5876447337906505,0.8612300786817009,23.72202696553899,9
13.200268362649112,0.6384749639719463,0.7941938734689731,9.121680548681471,0.058652154991944566,50.27069768863473,174.6199178348222,1.8527244589251772,5.456524830446901,1.0236179314414267,26.17465893294135,9
15.026564422079337,0.49302062815671954,0.7489374905951702,7.28860715014066,0.06745230350874623,74.68201385445329,185.524724579317,1.9220094805497385,7.070902322517928,0.9212362993417691,27.5014186292766,9
14.701040446537856,0.5602977081697548,0.6679871268442137,6.415905607522515,0.06592175373010814,55.240520868731224,174.1177498266149,1.768850792842171,6.169537364201558,0.8942190190936777,20.753920249418567,9
12.665959331652966,0.7233187966562471,0.9292237608196183,9.936927227882702,0.05088929377311492,77.65975900220684,250.15367234789738,1.8725506578114262,6.935467697137381,0.9969844874243023,24.426029989826098,9
15.983789780126571,0.7160439709364732,0.7728613364730124,9.312912213089303,0.04854588742330561,73.54337167587232,187.14787200688133,2.3980356928683366,7.6864190144338576,0.8796290029898148,20.098525650457212,9
12.217357240551744,0.6971802277400329,0.7446331613952499,7.367525386606456,0.05783073970328393,67.12155864808449,258.6347661574052,1.6554338774410562,7.009049333445539,0.9158865486007064,24.371251475661428,9
18.337251113975142,0.6586012498052565,0.8249707852139345,9.99237139469044,0.06309724242894466,71.21741809261891,287.9168942768519,2.3610975637023692,7.874460115351146,0.8289806129470801,30.24806495347883,9
17.358862325342397,0.5567648700796728,0.8722888712292444,6.46121317957414,0.042446889851440746,65.21580065601216,280.523037427084,2.1711536706338723,5.146510146393928,0.8351728811189854,23.654155713613036,9
12.103065173776871,0.4616829776489095,0.8536395844436773,8.489671366013843,0.06649580286127077,68.98155793579187,253.81811938974272,2.1584227157995435,8.240310725140937,0.827675823679222,21.837504435252704,9
17.08685225019833,0.5951732559846712,0.8262616311448682,7.747779147664942,0.051767227698161486,53.59407839266325,283.8852492397558,2.257404625504986,8.042107717083873,0.8546426358606447,24.035055504014906,9
13.76437595032464,0.574595370056104,0.9237956391950164,6.989733552294083,0.05685470480212883,78.73662709676644,265.3537954836304,1.884535970967259,5.529163444621136,0.97716014356435,23.358813335424994,9
15.517794501338214,0.5332594526038178,0.7790953767205185,10.237049520800838,0.06780021186684407,82.79403513794492,281.6905157103048,2.402975878439872,7.505369405712455,1.0376489037374501,24.4319003576101,9
12.03932640837988,0.6338707339977259,0.840520301899399,9.39621880471375,0.057987265309308256,58.683926018676914,194.36423051681058,2.043059126680859,7.904604787598441,0.8288429300368447,28.831968477602054,9
15.281737923169931,0.5036908648245397,0.776410482315973,8.824679607383288,0.06639621368799323,68.43053261871201,259.68392810912394,1.8752867541410199,6.074915865344617,0.8239060592715051,26.356391888122292,9
14.751137424362017,0.4627775784062669,0.8995245787828953,7.0424104539358225,0.06817391678859583,82.14890579111298,271.97737217704173,1.7815312683909494,7.732404486049573,0.7263607280040991,22.383205743499122,9
13.857566901678243,0.44809117298022705,0.6378646153368841,9.28802493537658,0.04354246563864876,81.3771165659694,283.52600462833243,2.019630413673643,8.204391823297376,1.16112493594164,26.954480948423925,9
14.301362933378808,0.5091375476995784,0.6620228592401646,7.063889485646058,0.05999381387941239,76.92458617479747,259.6336422086125,1.9559370988202232,6.098970445689286,1.0916349453620944,25.733005401425853,9
17.528129763222424,0.6967914967804756,0.8358776588238753,9.59409593956877,0.05303348635569426,64.25487701115568,177.8203111142028,1.5639228041784132,5.768091793703733,1.121742703673505,19.15490547603887,9
13.156823989051597,0.6875248056267307,0.6473871248740443,6.3846805721645215,0.042311756467040836,56.55617235791628,263.08250379956786,2.3852112680586908,8.134194749787458,0.9680713024673728,20.221718447730684,9
12.630905008749465,0.6692649633139874,0.5868714470552786,9.949324021141045,0.06522518391358961,67.38156618430608,285.6467111321274,2.018359399434079,7.688067506087258,0.7275517634492775,29.912401691135955,9
12.329646157652197,0.6470825687264345,0.7768309914477732,8.020719605246873,0.054359276771608664,61.30434472201625,273.2924904954214,1.907790830642906,5.631129977403047,0.9724830240069101,30.09161845546027,9
17.137642160980104,0.5499390050148336,0.8427580230902652,8.549571839177396,0.05586638906710155,74.94850479203306,208.0511052824172,2.2496819771772802,6.226410119787303,1.1284842818283263,19.564940184168243,9
17.811956442992425,0.5594283280108705,0.8834729189395556,8.050713603327504,0.04246904877884141,82.4768005289403,284.3283319334519,2.441585819920049,8.183644988666018,0.8675409849836175,23.56431922968831,9
12.958181545285804,0.45158553539618457,0.8779162839801729,8.985532250217291,0.04567007548003168,60.40130239052016,185.54659970266252,2.094302272508528,8.142862998435563,0.9439584062937307,21.782007575808464,9
14.945465806214843,0.649148125427849,0.581678166256518,7.968807532252182,0.04792748961830551,57.50461309159728,185.65375209336167,1.554740636605299,7.462377565472016,1.1508621164036048,23.537477992712276,9
15.491465196401643,0.5508060167377314,0.8828064979295848,9.611104116810218,0.04462526105661489,64.50573853889509,186.84941421820773,1.5729373759230518,5.660213275267328,0.9152663068944631,22.237992945858046,9
16.758534296873925,0.567555902979345,0.7798604224902199,6.943331238977717,0.04444529337847654,68.63688961637905,270.28432640325116,2.2409119854419326,5.183798138268083,0.9106394117705996,24.354318595275743,9
15.245390302589133,0.5083329824377582,0.8099448400296386,9.607389148423357,0.04874016438294497,57.78655536018559,236.14017316181057,2.3606468473519513,8.251002062379978,0.7591661370512347,29.2656259674499,9
12.464885454374388,0.4955415040329965,0.8889998069930298,6.317913191855558,0.05212145562592579,67.91897288406078,181.5296446522979,2.252895070913233,5.706220886650117,1.0536038349161851,28.02222220632931,9
13.300388100582357,0.7329937907503119,0.8503107323859322,9.81608764510079,0.045514394262058826,71.0908986338654,189.6095137836593,1.7129214747397066,5.680121950839149,0.8481687333090462,24.855990871470777,9
16.967222463149284,0.735309604055673,0.8119464392404764,8.742535690369303,0.05255707751961393,59.66422185216497,206.01690338257913,2.3939664027893337,6.910083820356043,0.9423843725437029,26.931982172071837,9
17.836650988018153,0.48106493021712843,0.7994296134239323,9.857474991427358,0.05058708586035725,73.3046737787314,231.78124275094558,1.664566628784773,6.505864648844659,1.1437148701541109,21.269976675359718,9
17.131663362482254,0.6640998832340774,0.9130835688411237,6.616148938162022,0.06679009271344419,82.91306505095982,199.60828258171364,2.2694900765239137,7.042282213160987,0.7583563196948948,26.798799996050395,9
18.196691346579936,0.501336057216305,0.6791567462313468,7.412190438327151,0.054433792278728126,81.24037381994744,246.6180242758188,1.7314710406649259,6.436678576197787,1.0816579276777185,25.695951106801644,9
17.81282127127195,0.6252284462417439,0.6829631725221099,8.208875427001075,0.05252654094217095,83.41347766558809,205.56346602173934,1.5876881078915241,7.197688841919851,0.8892500535537018,28.852187726735266,9
16.64676915407106,0.6276115313741192,0.6272568002690165,7.871728917986778,0.06139385347811772,74.22941957988735,243.53768714743455,2.2877263835169517,5.829008919403108,0.9979694913107942,26.16497378890824,9
16.0111171174999,0.45967401144065395,0.8501015269091079,6.324718719353348,0.052024647795007144,59.14197732802882,288.3211288230209,1.546871731061052,7.214889319127171,1.0599805099706834,20.070709847506663,9
14.641777742658068,0.6005277065764227,0.9256015251788332,7.047769421458785,0.044983066297170186,55.02074979435608,212.79375257556933,1.78743343044447,5.608258295552878,0.750259020623255,20.934723011752247,9
12.678728553036276,0.47182361596731903,0.8753163263254508,8.857625675977667,0.06299082396346813,76.45292491862084,213.09087810187924,1.7380216325006967,7.1173972243196255,0.9995664134625621,19.159544185531367,9
13.629998573208255,0.5458250296027307,0.675517218505689,7.5853668359671955,0.042265433349170496,76.91574634751949,256.9461367062688,1.7126516855250986,7.218653708575559,0.7020597105390836,25.801130454199956,9
12.160632973095089,0.7348457541895979,0.8118858752403602,10.202111697295354,0.06309274950953461,70.27934286207375,277.25159767097324,1.799782205732609,7.457981135467158,0.7602465967851131,26.14589839754386,9
12.49785103001856,0.7196165132969932,0.9579080924491523,6.56564898724844,0.04499834407279948,56.663838885173725,286.09187482880793,1.920992400747081,6.320561464965234,0.8211523107797105,29.581851069942097,9
13.424462837648099,0.7166275211991837,0.9628707118667582,7.773869497425431,0.06422627936433128,54.41396965066108,213.3624461205953,1.7028209767699019,5.860291929687101,1.0286172828999207,26.88362047144392,9
12.518798604630769,0.690418923728434,0.6413118565872281,9.465804416734505,0.04858738173669274,66.02240314243599,181.43697129464593,1.7533753804143615,6.953003343594586,0.8518995310561057,27.643524986099756,9
11.949501521876565,0.6149656257401903,0.8674699829550169,8.717690672247421,0.048455881896817675,65.53240171507673,181.81954241992966,1.8018058460453432,7.542273841686635,1.1057781386919419,30.027143704939313,9
15.937294065861044,0.656456189568301,0.7671142408984004,8.681533076347947,0.06456932210341963,52.93337660255681,181.21726654128526,2.390054937450537,5.468354975526655,0.8190658819335113,29.904364293892094,9
17.52778065385354,0.7357197543634353,0.9622244156121359,6.862710255631638,0.059946506589068936,77.86159849604897,227.0805158707212,2.151199825287427,6.971474219489503,1.0932053974258256,23.494934367906403,9
15.371451947589406,0.5010531190873581,0.7293102475216959,10.288077453813528,0.04915884371375562,54.651924479814156,215.807032193397,1.7845342753300986,6.835839154436765,0.821093390471892,23.715397460401654,9
17.840833604139757,0.47277662829124056,0.8268410561249945,9.852083930456995,0.05076031475723761,58.58118090681918,234.3665391102884,2.1073445878217183,7.722571538019629,0.7256787461577168,23.192142679845986,9
13.387135142732888,0.682649437337794,0.9615848189728866,7.944522585464116,0.049105830710740844,72.69188920847371,230.36483995678725,1.8410053145778482,6.070826438652198,0.8396664467607298,21.270984690217063,9
16.45214621250031,0.5458558566893469,0.9405615458463432,8.155077004244713,0.0418959303676245,55.33634683264453,282.60326492014497,1.7372271674753679,5.674382494822841,0.7403945801922328,18.319567247630193,9
16.33487596626714,0.5309229219668465,0.8003483651301047,8.772980795698023,0.06332235598475502,67.95269501888508,212.83186386972307,1.9238763944356012,5.114015809157694,1.0258118234475972,23.604650379374746,9
11.798477367249173,0.5749770820939895,0.8369252643828732,10.1355730683382,0.06702027024040415,60.525876599891426,196.01808765308323,1.9713424608005945,7.9881785165069665,0.7895441043557078,27.784458860106106,9
18.031148120403124,0.6307880443708407,0.9363255903563695,10.134610615272905,0.0640059599390694,82.63897145386672,260.4375928904491,2.27700569292291,6.55205313331614,0.7197272328347543,18.40496196679898,9
14.181205294763398,0.5079157806695662,0.8590855779222488,9.555119830953586,0.05787752760301916,57.69389447261786,234.96487771273397,1.7433005078707065,7.712064085979975,0.9211195021436785,22.23233087580638,9
11.368065550505726,0.6207826117770489,0.9195286064972041,9.818335407281616,0.06192927248671783,58.263917444806204,192.2527162995236,1.9618712614448266,6.071930347014011,0.8947318099592182,26.67915899465509,9
15.14264439682641,0.7406276929387445,0.7495016971184357,8.077671405374913,0.06794636282256224,79.84484841873376,236.38266933032185,1.72633326944786,5.272028624332742,0.742132165691616,18.552627526663365,9
17.434908088341455,0.5492595004104929,0.7125835003646898,7.490567854527141,0.046352521121108825,80.6001419730923,239.93838864340188,1.8749284670140378,7.211515406254666,0.9183370786855807,19.18000058625571,9
15.630558039592128,0.6645361259403799,0.9191144595804388,8.378771538042702,0.05842880642622775,70.00518185483952,246.10100999151473,2.1412138305831476,7.0428627976969445,0.8659445335910162,19.497844498108506,9
16.965855765947495,0.5473224836177045,0.797774553635798,8.770489283197236,0.04591067830445538,61.60700961053346,258.70546056992157,2.067877944775383,6.388545576221487,0.994318670463539,25.204375508445366,9
13.272729067350568,0.6878081908918627,0.9422728710899663,6.754659718921651,0.05682473847900934,58.998500947282615,181.94787332266782,2.061257731053506,6.617382579048048,1.1174755139925632,28.178019333859844,9
12.565567647055666,0.540236488617076,0.7617515111389717,9.254390917737839,0.06389224817405062,64.4163951833908,255.7759412745865,1.9130263569603705,6.565792431067999,0.8781512173004711,29.36037876401847,9
15.99158022986626,0.6554973831225478,0.7574709711958658,6.446117266607856,0.061957620359441204,69.16987668080344,177.56559266396414,2.301363055069454,5.405590600856709,0.7813848036265968,25.701805408529673,9
17.125333893516736,0.595658274945832,0.8175594049202319,8.419437525387348,0.06578347736696963,70.7463251094523,269.10928318173956,2.2261961332232314,6.816359684165608,0.9842540604027268,21.413219018012196,9
13.558809288198724,0.6238980168466209,0.6941008973736119,10.076481200503562,0.06038978539632757,74.10057587750822,183.57237102346937,2.1572519689001486,6.717038368188873,0.7620871967011094,29.407350066381966,9
14.710408891204592,0.5516298824090344,0.9012045148791882,9.917414472841347,0.05065651923478985,52.26021495953698,213.32747019596567,2.3497393383965663,7.14330051750534,0.8957617251200605,23.802173146565096,9
14.759208029052738,0.49882743085537296,0.9254917131493343,9.507868041689845,0.04786824774640174,77.51845621216357,226.7222768581925,1.8641710034719143,6.619953665945718,0.983975770075092,26.737213206687542,9
14.654329404005493,0.734448995643517,0.8518357223263517,6.728915483973058,0.06072566702767185,82.07163254692564,175.03611474862552,2.1022829300753276,7.6418584732559065,0.8374697011063089,19.96182720729525,9
14.521934732604377,0.4702864249064897,0.7591321778318688,6.478929642108481,0.06648481194332671,65.95679394914076,196.9544821345168,2.309177250273074,8.124898388430145,0.7441998756069068,26.034891609358294,9
13.298623557559191,0.6822380077475133,0.7530382135652515,8.101601322243669,0.0612433554226307,70.249137301704,285.39177022380386,1.970411739420705,6.965274086516295,0.7693173651370839,28.80710028403606,9
17.567664663966156,0.6340165496887693,0.8529885235131605,7.046332150807961,0.06358707436205471,60.603491641374795,181.99365921105485,1.8330690291764697,5.839202829222264,0.8191230464883242,27.24494518376809,9
13.22927303882833,0.47307006502519267,0.9084172081378237,6.928286504600932,0.06839216247334642,75.36318937035618,283.48975247113714,2.032783259432586,5.494267480164512,0.8665507803148889,27.357544516956573,9
17.222426925275766,0.5312759370731742,0.7627516979427537,6.883124255952688,0.06784262836670085,73.06735892980389,191.47138069496583,1.5751638266861892,5.959504403700588,0.7307211713323183,27.768916542852907,9
14.378423690981176,0.7062566051585617,0.7477458819036396,8.501654877172516,0.052590561069742636,52.34948702040159,217.3085513231731,2.150334155863301,5.111851790481174,1.0478823503606547,30.444256053222553,9
13.31029779768922,0.5394988501693203,0.957556094643068,10.190328594602713,0.050777209921769505,82.06864734121073,195.75625838598538,1.7255138360023818,6.4239448954581,1.089260842419064,25.359260940606717,9
14.829741332814557,0.711081067676397,0.7392900163088109,9.775292854263501,0.042334941422957226,54.79388317590617,285.9300632804527,1.525608912425578,5.205971368476172,1.0975558680354576,24.916043698921985,9
15.414737564059665,0.5305885741648512,0.8313832879895081,6.2646402883774455,0.051908752567819544,70.87982498009332,269.7841327255277,1.9452547598253123,5.368124500616126,1.0706491821834734,28.801264367463858,9
13.269614014442675,0.698578193939591,0.9068418975878133,7.873372396666045,0.053474900663275725,82.844267296992,192.0846424903041,1.7184772280724436,6.4798878877148365,0.717014571234154,29.43016905811382,9
17.05867073324835,0.6006121014972485,0.788324650098104,6.389565335699946,0.04920251587292265,64.93018233020834,249.23687364582133,2.407814350295841,7.6688298016705225,0.9321188691602698,29.231446089443423,9
11.977535337174116,0.6069495226003374,0.6577245822317815,6.584260801500122,0.06395769472461062,81.00695605644157,188.27948155618512,1.645435272264455,6.901550836933852,1.0935064136413621,21.913114312209753,9
18.405486595829252,0.6830138559299439,0.8897526035223811,10.041241449918902,0.05695544045768347,80.63660158194443,233.73449058867445,2.36710207596354,5.789679671796377,0.8012996752876553,27.878782978795936,9
11.475331246145531,0.658032321405745,0.9205685546641015,6.830370616616481,0.0516483814199995,79.07151115042194,286.08042057890674,2.3384990151140017,5.882784614183173,0.9070790814247958,29.940957799599786,9
12.609920374795642,0.6777904036980851,0.6350255744314701,7.165848258362733,0.0675919790704535,81.96811036731938,231.81062472815768,2.061513923107044,5.31522828771729,0.9572297711797267,27.319941478154824,9
17.465348089364213,0.5621725807824789,0.8820694241419322,7.243519778490057,0.0557035677198988,82.62964122948395,194.28218541641954,2.167115827012239,7.598957670006087,0.8405359028427604,18.59284265060047,9
12.227717745780803,0.4965256269195627,0.6359021232518753,10.008781117227464,0.052439120213864515,64.2405827651292,221.98796486919014,1.9612470080723035,7.8314315137420465,1.0960280667703464,19.041445960519905,9
14.906201584232353,0.4503520887265435,0.6440388995269142,9.368390804331321,0.06591696777426638,53.9198591144436,254.20225286592307,1.9292716531864085,7.050775821919456,0.7795516496349142,30.231473744563964,9
13.580208973328789,0.4673704428097687,0.7455933130289812,7.519319158216452,0.05778133281600151,51.62029229675941,177.02839745140838,1.9171863067807202,7.026129556641454,1.0979020620940805,20.276825965048168,9
17.456673167723004,0.6216062514630964,0.6154686935914082,9.033997912115442,0.05534015857241955,69.11674075123874,197.4251456192548,2.1768843903097865,5.31563703298807,0.9388189915740488,28.74703091089976,9
15.104418543433365,0.49040904154666304,0.8738735928167254,7.291019504254627,0.04868028693235375,67.50158081909952,238.9328827846152,1.847319654281454,6.961477992927136,0.7985385331598168,27.49667689102478,9
13.53305009584337,0.5928169261970635,0.7342603788122459,6.346339868319119,0.05249143055397281,77.12241099244012,240.31569726792338,2.3502095583758966,7.936176250001251,1.1472123916039578,20.174715521200255,9
13.601583330270442,0.4486279536180162,0.6242747844653207,9.805829270904157,0.04469316273846758,78.6172031945147,276.5810702491828,2.467686164253404,5.430045344358335,0.9554069664947753,30.363341057645158,9
16.84111610507752,0.5795439429853678,0.8583406646316478,9.021692600244675,0.04551128945628135,63.52035562947821,274.1473078932446,1.686168551044205,5.9497222539316805,0.9679096487466512,26.616620689504376,9
17.171323449016917,0.5195670546225859,0.6108779248040143,8.781142498470093,0.04588175284080617,74.79507245179137,249.84122474623214,1.6399053996517516,5.933822807613993,0.8654551656708169,18.866971002124785,9
14.059155075841316,0.6811208605943145,0.7824847181582322,8.625954113474597,0.059502748272700856,56.50940032046764,181.45292869501947,1.594112632103924,6.773390798517181,1.0484170086722646,19.03677107705263,9
15.192837651594738,0.5979589449673042,0.9216445588882622,8.80425615046233,0.051812507004536074,52.70688071236265,179.98908683486232,2.364337347027128,7.971822888336506,1.1333815413545996,18.786468152883366,9
11.76597442891545,0.48039043786268987,0.7537394832517518,7.1085905089379064,0.05802050320427697,75.03175926084475,254.65826692022182,1.6728392665442509,5.954799850567468,0.9984722204835685,19.00971432101072,9
16.206719681253162,0.7120411343257793,0.8710676314517909,8.104374249448096,0.0444279679336698,72.99563724979694,254.27773312098168,2.284954148121695,6.721065785752774,1.023891504412898,21.50867460669004,9
11.804192528149747,0.6246517719075928,0.9369215686972567,9.046270387190084,0.046634054124634734,63.23606920052784,228.69593586199414,1.6157653562763108,6.216755671783417,1.1109105095090293,19.90835130653894,9
14.60290583266773,0.5390120120546905,0.662897833340425,8.546685394278526,0.06144516236245311,73.76167356045667,260.7219627345813,1.977878128009376,5.969620283281367,1.0611065819995207,28.380818894181274,9
18.327715352633696,0.5441460069600128,0.8856870282135447,8.728939143041725,0.04377398391763093,63.65312506349507,257.7837260308023,1.8368332345806786,6.196080243178033,1.0895821546325186,30.005129097349354,9
14.584093192673544,0.49560481119270255,0.5868746262484925,7.7174644818384355,0.05887179264872995,73.2421404808667,227.3298833828794,1.7925789431153376,7.1077587754988905,0.8782254481535876,25.139867440415394,9
11.928803477867461,0.6812443608169851,0.8644054944119779,10.29098267917767,0.049029298589859924,70.46811235338147,240.11980479832752,2.0285740119556923,5.978460219527991,0.9039111804727366,18.320040648766845,9
12.69279666449567,0.47261253937452014,0.7818617869221621,9.362221465758308,0.05228121773251658,73.8348849359135,285.9574441922182,1.547720196809818,5.934986597656212,1.1413165169470607,29.658063574007993,9
18.491232007623815,0.4557278319298972,0.6389905408418055,8.16138979231767,0.04737165641073636,75.42672560664359,206.38708556245317,1.9511909951946402,5.270120269558128,0.8734592385715563,25.8066271674006,9
14.825246828126547,0.6737445651956808,0.6097505273117632,7.73515632408167,0.05296300936882638,76.56376365856295,181.74302144880622,1.7685399256213428,6.761467142002958,0.9152273851757678,21.181212944203942,9
14.531276185021241,0.49551769664282336,0.7272283218587744,7.567070813449149,0.0506193361970633,70.6423769512517,263.28079423266956,1.5325841684100696,6.317736231012158,0.996898741309338,19.89624249046731,9
15.566935553221803,0.5846071808912465,0.6947292645258484,6.627445679866207,0.055630965810009515,63.44556837284784,211.86335505062493,1.90969891752759,7.739901553935783,0.9255728542083177,20.85190608656506,9
13.780892090739545,0.7023533984315857,0.9317629773801692,7.622840525394815,0.06658781430305144,63.72261915054552,278.56726296654665,1.9433652059487323,5.306454082485549,1.1138602077471735,20.98616996418602,9
17.946481400332523,0.6608148406831311,0.8496654526228931,9.45966582621613,0.06400644888330921,82.84559884491773,200.501946716138,2.0467660835274577,5.509610298360581,0.7566597346420068,30.396989740118556,9
13.2908615769061,0.48308777307996087,0.8909291998008996,7.885691516031888,0.0648062326788656,75.3297642752886,245.8928428969956,2.0734359761526404,7.859413248759152,1.0252288832757186,30.433965846899618,9
17.826232474790338,0.7227231583854798,0.5882739903234798,6.636879778540274,0.06720291234585622,69.19564372037539,283.45265054546314,2.406479815000898,6.89817702356524,0.7990709498456148,18.539981075588084,9
15.858175222643606,0.6279175812303279,0.6203281789574453,9.891218837114081,0.06046804380542484,52.59768418885462,266.95794005543434,2.472090221922739,5.024058539596474,1.061536176605477,27.47762823987206,9
12.024494775757336,0.6775888192059144,0.6864051119158913,6.32504483333041,0.04401906678334218,76.98389341454694,199.19727246892444,2.4558088842957755,7.673821138393439,0.9030440292886437,19.954923707731634,9
13.198759882256692,0.7372805063261764,0.8218722868039017,9.52063399558676,0.0492694877230719,69.43310932250898,226.52767176977298,2.2478163885118168,6.742560620086703,0.7525509804312082,28.64673127089789,9
13.989546378899572,0.7198219988252321,0.9454717934518486,7.223812572543434,0.061223955316508136,76.28139918491263,237.34287920321202,2.1078808974024015,7.700495267466916,1.0709118264460527,23.46332649190626,9
12.559523115107064,0.6541135477879816,0.9311638483289993,6.628727985633542,0.042000449319902246,50.35201644897493,241.44069498596025,2.370691190765335,4.978205167315548,1.0838109385279502,25.363039745345333,9
13.461632085696108,0.6497157604434308,0.7247710087407349,6.3575380583304515,0.05190192786284894,52.758133012685484,204.86873911157124,1.612566418299505,6.344722308524335,0.8110335004818628,28.25629485465847,9
11.229699981727812,0.6499156492582577,0.9053229975905648,10.142789021246148,0.042633338476080425,78.04917061723297,218.69576155083598,1.927830101854308,6.099149199864902,0.7808439645089252,19.09231416247663,9
14.753417893269683,0.7306288831622334,0.7580444745206141,8.198959870114098,0.04270069001363196,80.3552970966623,257.3251171077799,1.6140313069276755,7.659925228040165,0.847263301601523,21.665668255331077,9
16.971419100091627,0.5732882141599047,0.6949473866079898,6.223604201726112,0.05364490804175922,66.0037926747941,218.01923264487385,1.9776416292666643,8.1569975375491,1.122347856871185,22.92724893155467,9
12.574439664875294,0.6974334589123766,0.7478005493504354,6.809819416783551,0.06795550354177037,67.52777046008988,229.43982616584765,1.974962939982861,6.79642708625667,0.9173588520053129,30.03712693920101,9
11.537524338819233,0.6338876895029038,0.7928043442907113,6.1872491615668155,0.04900942783980252,64.32022574732669,284.1257892732987,1.9884465085280603,7.567010004517442,1.0885858534007304,30.135809416180628,9
16.63029226809472,0.7128934092791339,0.8975754932520927,8.507939692624435,0.04196337325941228,68.7592074565477,275.3239988027202,2.1779555878959194,5.392548935119423,1.0691293077508515,29.01921281094854,9
17.43153000678008,0.5472769693289185,0.6121704244479147,7.816150300625294,0.05944173487050495,51.7854887373536,279.1535096957238,1.7251702078901407,6.477969930413478,0.7601039206755603,28.457969682207526,9
15.914711326390133,0.7402131221323567,0.6038262667473382,7.732036241421108,0.05129014345980037,80.1470299363308,199.894656395285,2.138270527217599,7.6153235839367985,0.8028181588944253,24.997716272001057,9
11.797374475927274,0.5599068915245174,0.806794743538172,7.319239342783602,0.06290949062257294,64.79711658371393,226.9186809553637,1.598929881683477,6.09563515465816,0.734718425411453,19.749150641235264,9
12.23880088842258,0.46534870688496216,0.7001591615166372,6.393027001280856,0.0584256555271688,66.31996365935537,270.2998492468173,2.013558495410734,6.218197060756607,1.0281711869701315,29.833542552302216,9
12.755588463740034,0.595220388015099,0.8601800292137681,9.232299769892006,0.04292607926853388,70.02008711830472,188.95886758271345,2.384052628310021,7.851834648007588,0.8034995773550331,20.324748723800823,9
18.309109321154256,0.6554075961590562,0.8698163291510106,8.583002196936906,0.05854317430170787,60.64176373183868,238.5754236369751,2.428883577190893,6.708400589020666,0.9288052013401248,21.01230391343795,9
13.446291296894982,0.5997263594507258,0.9559930511714927,9.531589552414495,0.056791450749263055,50.81158112597823,243.76583522596874,2.19582261486692,5.262620756632866,0.8795334715865536,27.993565551658893,9
17.12161394942898,0.5714886514591269,0.7187115673423259,7.010711844540576,0.06202960191458573,51.24954218831796,212.28398704895793,2.148563842680344,5.752722445120399,1.034845403567441,19.106849247491283,9
17.252307446938104,0.6583812016134537,0.8985626423912171,6.654810894996422,0.05684861294178282,59.92173274611707,208.53095661206726,2.3254168894993126,5.076841096712295,1.023829903032317,27.19064012543609,9
15.038137404864381,0.5232812566532457,0.844388176953046,7.652699811599415,0.06180744333165164,69.73168343062349,266.27906393681997,2.2130708175135023,7.413726978688556,1.1483154859452274,23.556636514158882,9
11.73320523598172,0.5319030785245196,0.586640241013426,7.3012595530847975,0.04273283705903183,73.80865787742613,218.2108350331797,2.130337108100512,7.800166723716312,0.775538855158476,29.636536550418192,9
12.470284005941199,0.44903206818541086,0.6931794144322636,6.461008827758852,0.04779803813675184,67.24985566762481,186.4438810487868,1.8606899733519136,5.0496538260997905,0.8602845739897292,18.406683442438123,9
